amount_diff,description_similarity,date_diff_days,amount_match_exact,amount_match_close,amount_ratio,vendor_similarity,invoice_number_match,reference_id_match,label
0.0,0.9600000000000001,,1.0,1.0,1.0,0.0,0.0,0.0,1
1714842278524.0,0.05283018867924528,,0.0,0.0,6.881099251273144e-09,0.0,0.0,0.0,0
100000.0,0.45151515151515154,,0.0,0.0,0.10554561717352415,0.0,0.0,0.0,0
11111.83,0.11052631578947367,,0.0,0.0,0.058319491525423726,0.0,0.0,0.0,0
11639.6,0.07368421052631578,,0.0,0.0,0.013593220338983051,0.0,0.0,0.0,0
1714842108424.0,0.05283018867924528,,0.0,0.0,6.88109993382868e-09,0.0,0.0,0.0,0
8042.0,0.010769230769230769,,0.0,0.0,0.3184745762711864,0.0,0.0,0.0,0
11624.99,0.020588235294117647,,0.0,0.0,0.014831355932203388,0.0,0.0,0.0,0
176700.0,0.2545454545454545,,0.0,0.0,0.06259946949602122,0.0,0.0,0.0,0
0.0,1.0,,1.0,1.0,1.0,0.0,0.0,0.0,1
1714842284424.0,0.026923076923076925,,0.0,0.0,3.440549625636572e-09,0.0,0.0,0.0,0
105900.0,0.13999999999999999,,0.0,0.0,0.052772808586762074,0.0,0.0,0.0,0
5211.83,0.0,,0.0,0.0,0.11663898305084745,0.0,0.0,0.0,0
5739.6,0.07777777777777777,,0.0,0.0,0.027186440677966103,0.0,0.0,0.0,0
1714842114324.0,0.026923076923076925,,0.0,0.0,3.44054996691434e-09,0.0,0.0,0.0,0
2142.0,0.0109375,,0.0,0.0,0.6369491525423728,0.0,0.0,0.0,0
5724.99,0.0208955223880597,,0.0,0.0,0.029662711864406777,0.0,0.0,0.0,0
182600.0,0.21,,0.0,0.0,0.03129973474801061,0.0,0.0,0.0,0
0.0,0.9600000000000001,,1.0,1.0,1.0,0.0,0.0,0.0,1
1714842266724.0,0.02641509433962264,,0.0,0.0,1.3762198502546288e-08,0.0,0.0,0.0,0
88200.0,0.12727272727272726,,0.0,0.0,0.2110912343470483,0.0,0.0,0.0,0
22911.83,0.07368421052631578,,0.0,0.0,0.029159745762711863,0.0,0.0,0.0,0
23439.6,0.11052631578947367,,0.0,0.0,0.006796610169491526,0.0,0.0,0.0,0
1714842096624.0,0.03962264150943396,,0.0,0.0,1.376219986765736e-08,0.0,0.0,0.0,0
19842.0,0.021538461538461538,,0.0,0.0,0.1592372881355932,0.0,0.0,0.0,0
23424.99,0.030882352941176472,,0.0,0.0,0.007415677966101694,0.0,0.0,0.0,0
164900.0,0.12727272727272726,,0.0,0.0,0.12519893899204243,0.0,0.0,0.0,0
0.0,0.9600000000000001,,1.0,1.0,1.0,0.0,0.0,0.0,1
1714842272624.0,0.03962264150943396,,0.0,0.0,1.0321648876909717e-08,0.0,0.0,0.0,0
94100.0,0.1909090909090909,,0.0,0.0,0.15831842576028624,0.0,0.0,0.0,0
17011.83,0.03684210526315789,,0.0,0.0,0.03887966101694915,0.0,0.0,0.0,0
17539.6,0.07368421052631578,,0.0,0.0,0.009062146892655368,0.0,0.0,0.0,0
1714842102524.0,0.03962264150943396,,0.0,0.0,1.032164990074302e-08,0.0,0.0,0.0,0
13942.0,0.010769230769230769,,0.0,0.0,0.21231638418079096,0.0,0.0,0.0,0
17524.99,0.020588235294117647,,0.0,0.0,0.009887570621468927,0.0,0.0,0.0,0
170800.0,0.1909090909090909,,0.0,0.0,0.09389920424403184,0.0,0.0,0.0,0
0.0,0.8,,1.0,1.0,1.0,0.0,0.0,0.0,1
1714842290074.0,0.02745098039215686,,0.0,0.0,1.4578600108629542e-10,0.0,0.0,0.0,0
111550.0,0.07777777777777777,,0.0,0.0,0.0022361359570661895,0.0,0.0,0.0,0
438.16999999999996,0.041176470588235294,,0.0,0.0,0.3632823284944127,0.0,0.0,0.0,0
89.6,0.08235294117647059,,0.0,0.0,0.6416000000000001,0.0,0.0,0.0,0
1714842119974.0,0.02745098039215686,,0.0,0.0,1.457860155472178e-10,0.0,0.0,0.0,0
3508.0,0.02222222222222222,,0.0,0.0,0.06652474720596062,0.0,0.0,0.0,0
74.99000000000001,0.02121212121212121,,0.0,0.0,0.70004,0.0,0.0,0.0,0
188250.0,0.15555555555555553,,0.0,0.0,0.001326259946949602,0.0,0.0,0.0,0
0.0,0.8,,1.0,1.0,1.0,0.0,0.0,0.0,1
1714842290144.0,0.041176470588235294,,0.0,0.0,1.049659207821327e-10,0.0,0.0,0.0,0
111620.0,0.2333333333333333,,0.0,0.0,0.0016100178890876566,0.0,0.0,0.0,0
508.16999999999996,0.08235294117647059,,0.0,0.0,0.26156327651597716,0.0,0.0,0.0,0
19.599999999999994,0.08235294117647059,,0.0,0.0,0.8911111111111112,0.0,0.0,0.0,0
1714842120044.0,0.041176470588235294,,0.0,0.0,1.0496593119399682e-10,0.0,0.0,0.0,0
3578.0,0.01111111111111111,,0.0,0.0,0.047897817988291645,0.0,0.0,0.0,0
4.990000000000009,0.010606060606060605,,0.0,0.0,0.9722777777777777,0.0,0.0,0.0,0
188320.0,0.2333333333333333,,0.0,0.0,0.0009549071618037135,0.0,0.0,0.0,0
0.0,0.8,,1.0,1.0,1.0,0.0,0.0,0.0,1
1714842290004.0,0.02745098039215686,,0.0,0.0,1.8660608139045814e-10,0.0,0.0,0.0,0
111480.0,0.07777777777777777,,0.0,0.0,0.0028622540250447226,0.0,0.0,0.0,0
368.16999999999996,0.041176470588235294,,0.0,0.0,0.4650013804728483,0.0,0.0,0.0,0
159.6,0.08235294117647059,,0.0,0.0,0.50125,0.0,0.0,0.0,0
1714842119904.0,0.02745098039215686,,0.0,0.0,1.866060999004388e-10,0.0,0.0,0.0,0
3438.0,0.02222222222222222,,0.0,0.0,0.08515167642362959,0.0,0.0,0.0,0
144.99,0.02121212121212121,,0.0,0.0,0.5469062499999999,0.0,0.0,0.0,0
188180.0,0.07777777777777777,,0.0,0.0,0.0016976127320954908,0.0,0.0,0.0,0
0.0,0.8,,1.0,1.0,1.0,0.0,0.0,0.0,1
1714842290114.0,0.041176470588235294,,0.0,0.0,1.2246024091248816e-10,0.0,0.0,0.0,0
111590.0,0.15555555555555553,,0.0,0.0,0.0018783542039355994,0.0,0.0,0.0,0
478.16999999999996,0.08235294117647059,,0.0,0.0,0.3051571559353067,0.0,0.0,0.0,0
49.599999999999994,0.12352941176470589,,0.0,0.0,0.7638095238095238,0.0,0.0,0.0,0
1714842120014.0,0.041176470588235294,,0.0,0.0,1.2246025305966295e-10,0.0,0.0,0.0,0
3548.0,0.02222222222222222,,0.0,0.0,0.05588078765300692,0.0,0.0,0.0,0
34.99000000000001,0.02121212121212121,,0.0,0.0,0.8333809523809523,0.0,0.0,0.0,0
188290.0,0.15555555555555553,,0.0,0.0,0.0011140583554376659,0.0,0.0,0.0,0
